# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3354937	3355647	-					cheZ		BC1002_RS15250	711		old_locus_tag=BC1002_3042
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3354937	3355647	-	WP_013090895.1	WP_013090895.1		protein phosphatase CheZ	cheZ		BC1002_RS15250	711	236	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3355649	3356044	-					cheY		BC1002_RS15255	396		old_locus_tag=BC1002_3043
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3355649	3356044	-	WP_008923965.1	WP_008923965.1		chemotaxis response regulator CheY	cheY		BC1002_RS15255	396	131	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3356106	3357194	-							BC1002_RS15260	1089		old_locus_tag=BC1002_3044
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3356106	3357194	-	WP_013090896.1	WP_013090896.1		chemotaxis response regulator protein-glutamate methylesterase			BC1002_RS15260	1089	362	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3357200	3357913	-					cheD		BC1002_RS15265	714		old_locus_tag=BC1002_3045
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3357200	3357913	-	WP_013090897.1	WP_013090897.1		chemoreceptor glutamine deamidase CheD	cheD		BC1002_RS15265	714	237	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3357910	3358872	-							BC1002_RS15270	963		old_locus_tag=BC1002_3046
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3357910	3358872	-	WP_013090898.1	WP_013090898.1		chemotaxis protein CheR			BC1002_RS15270	963	320	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3359077	3360936	-							BC1002_RS15275	1860		old_locus_tag=BC1002_3047
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3359077	3360936	-	WP_013090899.1	WP_013090899.1		methyl-accepting chemotaxis protein			BC1002_RS15275	1860	619	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3360976	3361509	-							BC1002_RS15280	534		old_locus_tag=BC1002_3048
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3360976	3361509	-	WP_013090900.1	WP_013090900.1		chemotaxis protein CheW			BC1002_RS15280	534	177	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3361588	3363927	-					cheA		BC1002_RS15285	2340		old_locus_tag=BC1002_3049
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3361588	3363927	-	WP_013090901.1	WP_013090901.1		chemotaxis protein CheA	cheA		BC1002_RS15285	2340	779	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3364024	3364401	-							BC1002_RS15290	378		old_locus_tag=BC1002_3050
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3364024	3364401	-	WP_013090902.1	WP_013090902.1		response regulator			BC1002_RS15290	378	125	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3364485	3365495	-					motB		BC1002_RS15295	1011		old_locus_tag=BC1002_3051
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3364485	3365495	-	WP_013090903.1	WP_013090903.1		flagellar motor protein MotB	motB		BC1002_RS15295	1011	336	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3365518	3366378	-					motA		BC1002_RS15300	861		old_locus_tag=BC1002_3052
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3365518	3366378	-	WP_013090904.1	WP_013090904.1		flagellar motor stator protein MotA	motA		BC1002_RS15300	861	286	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3366515	3367165	-					flhC		BC1002_RS15305	651		old_locus_tag=BC1002_3053
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3366515	3367165	-	WP_013090905.1	WP_013090905.1		flagellar transcriptional regulator FlhC	flhC		BC1002_RS15305	651	216	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3367165	3367485	-					flhD		BC1002_RS15310	321		old_locus_tag=BC1002_3054
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3367165	3367485	-	WP_013090906.1	WP_013090906.1		flagellar transcriptional regulator FlhD	flhD		BC1002_RS15310	321	106	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3368288	3369352	+							BC1002_RS15315	1065		old_locus_tag=BC1002_3055
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3368288	3369352	+	WP_013090907.1	WP_013090907.1		glycosyltransferase family 4 protein			BC1002_RS15315	1065	354	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3369644	3369946	-							BC1002_RS15320	303		old_locus_tag=BC1002_3056
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3369644	3369946	-	WP_013090908.1	WP_013090908.1		H-NS histone family protein			BC1002_RS15320	303	100	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3370233	3370973	+					aqpZ		BC1002_RS15325	741		old_locus_tag=BC1002_3057
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3370233	3370973	+	WP_013090909.1	WP_013090909.1		aquaporin Z	aqpZ		BC1002_RS15325	741	246	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3371148	3371915	+							BC1002_RS15330	768		old_locus_tag=BC1002_3058
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3371148	3371915	+	WP_013090910.1	WP_013090910.1		histidine phosphatase family protein			BC1002_RS15330	768	255	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3372203	3372496	+							BC1002_RS15335	294		old_locus_tag=BC1002_3059
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3372203	3372496	+	WP_013090911.1	WP_013090911.1		PXPV repeat protein			BC1002_RS15335	294	97	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3372610	3373431	-							BC1002_RS15340	822		old_locus_tag=BC1002_3060
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3372610	3373431	-	WP_013090912.1	WP_013090912.1		Cof-type HAD-IIB family hydrolase			BC1002_RS15340	822	273	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3373479	3374369	-							BC1002_RS15345	891		old_locus_tag=BC1002_3061
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3373479	3374369	-	WP_013090913.1	WP_013090913.1		ATPase			BC1002_RS15345	891	296	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3374510	3375106	+							BC1002_RS15350	597		old_locus_tag=BC1002_3062
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3374510	3375106	+	WP_013090914.1	WP_013090914.1		DNA-3-methyladenine glycosylase I			BC1002_RS15350	597	198	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3375269	3375694	+							BC1002_RS15355	426		old_locus_tag=BC1002_3063
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3375269	3375694	+	WP_013090915.1	WP_013090915.1		hypothetical protein			BC1002_RS15355	426	141	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3375796	3376008	-					rpsU		BC1002_RS15360	213		old_locus_tag=BC1002_3064
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3375796	3376008	-	WP_006050883.1	WP_006050883.1		30S ribosomal protein S21	rpsU		BC1002_RS15360	213	70	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3376427	3377368	-							BC1002_RS15365	942		old_locus_tag=BC1002_3065
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3376427	3377368	-	WP_013090916.1	WP_013090916.1		aldo/keto reductase			BC1002_RS15365	942	313	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3377641	3382545	+							BC1002_RS15370	4905		old_locus_tag=BC1002_3066
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3377641	3382545	+	WP_013090917.1	WP_013090917.1		tetratricopeptide repeat protein			BC1002_RS15370	4905	1634	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3382639	3383274	-							BC1002_RS15375	636		old_locus_tag=BC1002_3067
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3382639	3383274	-	WP_013090918.1	WP_013090918.1		UDP-glucose 4-epimerase			BC1002_RS15375	636	211	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3383271	3384407	-							BC1002_RS15380	1137		old_locus_tag=BC1002_3068
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3383271	3384407	-	WP_013090919.1	WP_013090919.1		Rieske 2Fe-2S domain-containing protein			BC1002_RS15380	1137	378	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3384417	3385649	-							BC1002_RS15385	1233		old_locus_tag=BC1002_3069
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3384417	3385649	-	WP_013090920.1	WP_013090920.1		FkbM family methyltransferase			BC1002_RS15385	1233	410	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3385669	3386400	-							BC1002_RS15390	732		old_locus_tag=BC1002_3070
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3385669	3386400	-	WP_013090921.1	WP_013090921.1		acetyltransferase			BC1002_RS15390	732	243	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3386433	3387188	-							BC1002_RS15395	756		old_locus_tag=BC1002_3071
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3386433	3387188	-	WP_013090922.1	WP_013090922.1		SDR family oxidoreductase			BC1002_RS15395	756	251	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3387191	3388228	-							BC1002_RS15400	1038		old_locus_tag=BC1002_3072
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3387191	3388228	-	WP_013090923.1	WP_013090923.1		ketoacyl-ACP synthase III			BC1002_RS15400	1038	345	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3388233	3388475	-							BC1002_RS15405	243		old_locus_tag=BC1002_3073
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3388233	3388475	-	WP_013090924.1	WP_013090924.1		acyl carrier protein			BC1002_RS15405	243	80	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3388475	3389593	-							BC1002_RS15410	1119		old_locus_tag=BC1002_3074
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3388475	3389593	-	WP_013090925.1	WP_013090925.1		DegT/DnrJ/EryC1/StrS family aminotransferase			BC1002_RS15410	1119	372	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3389685	3391361	-							BC1002_RS36305	1677		old_locus_tag=BC1002_3075
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3389685	3391361	-	WP_013090926.1	WP_013090926.1		glycosyltransferase family 2 protein			BC1002_RS36305	1677	558	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3391668	3392858	-							BC1002_RS15420	1191		old_locus_tag=BC1002_3076
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3391668	3392858	-	WP_013090927.1	WP_013090927.1		FkbM family methyltransferase			BC1002_RS15420	1191	396	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3392980	3394095	-							BC1002_RS15425	1116		old_locus_tag=BC1002_3077
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3392980	3394095	-	WP_013090928.1	WP_013090928.1		aromatic ring-hydroxylating dioxygenase subunit alpha			BC1002_RS15425	1116	371	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3394591	3395808	+							BC1002_RS15430	1218		old_locus_tag=BC1002_3078
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3394591	3395808	+	WP_013090929.1	WP_013090929.1		flagellin			BC1002_RS15430	1218	405	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3395914	3396117	-							BC1002_RS38875	204		
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3395914	3396117	-	WP_238537896.1	WP_238537896.1		hypothetical protein			BC1002_RS38875	204	67	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3396110	3397555	+					fliD		BC1002_RS15435	1446		old_locus_tag=BC1002_3079
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3396110	3397555	+	WP_238537897.1	WP_238537897.1		flagellar filament capping protein FliD	fliD		BC1002_RS15435	1446	481	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3397575	3397874	+					fliT		BC1002_RS15440	300		old_locus_tag=BC1002_3080
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3397575	3397874	+	WP_013090931.1	WP_013090931.1		flagellar protein FliT	fliT		BC1002_RS15440	300	99	
gene	tRNA	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3398126	3398201	-							BC1002_RS15445	76		old_locus_tag=BC1002_R0069
tRNA		GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3398126	3398201	-				tRNA-Arg			BC1002_RS15445	76		anticodon=CCG
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3398509	3399426	+							BC1002_RS15450	918		old_locus_tag=BC1002_3081
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3398509	3399426	+	WP_013090932.1	WP_013090932.1		c-type cytochrome			BC1002_RS15450	918	305	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3399544	3401634	-							BC1002_RS15455	2091		old_locus_tag=BC1002_3082
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3399544	3401634	-	WP_013090933.1	WP_013090933.1		UvrD-helicase domain-containing protein			BC1002_RS15455	2091	696	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3401884	3402933	+							BC1002_RS15460	1050		old_locus_tag=BC1002_3083
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3401884	3402933	+	WP_013090934.1	WP_013090934.1		oxidoreductase			BC1002_RS15460	1050	349	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3403152	3403502	+							BC1002_RS15465	351		old_locus_tag=BC1002_3084
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3403152	3403502	+	WP_013090935.1	WP_013090935.1		hypothetical protein			BC1002_RS15465	351	116	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3404082	3405200	+					gcvT		BC1002_RS15470	1119		old_locus_tag=BC1002_3085
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3404082	3405200	+	WP_013090936.1	WP_013090936.1		glycine cleavage system aminomethyltransferase GcvT	gcvT		BC1002_RS15470	1119	372	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3405262	3405642	+					gcvH		BC1002_RS15475	381		old_locus_tag=BC1002_3086
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3405262	3405642	+	WP_013090937.1	WP_013090937.1		glycine cleavage system protein GcvH	gcvH		BC1002_RS15475	381	126	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3405725	3408661	+					gcvP		BC1002_RS15480	2937		old_locus_tag=BC1002_3087
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3405725	3408661	+	WP_013090938.1	WP_013090938.1		aminomethyl-transferring glycine dehydrogenase	gcvP		BC1002_RS15480	2937	978	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3408786	3409916	+							BC1002_RS15485	1131		old_locus_tag=BC1002_3088
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3408786	3409916	+	WP_013090939.1	WP_013090939.1		alginate lyase family protein			BC1002_RS15485	1131	376	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3409945	3411333	+							BC1002_RS15490	1389		old_locus_tag=BC1002_3089
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3409945	3411333	+	WP_013090940.1	WP_013090940.1		L-serine ammonia-lyase			BC1002_RS15490	1389	462	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3411578	3413305	+							BC1002_RS15495	1728		old_locus_tag=BC1002_3090
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3411578	3413305	+	WP_013090941.1	WP_013090941.1		thiamine pyrophosphate-binding protein			BC1002_RS15495	1728	575	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3413405	3414553	-							BC1002_RS15500	1149		old_locus_tag=BC1002_3091
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3413405	3414553	-	WP_013090942.1	WP_013090942.1		branched-chain amino acid ABC transporter substrate-binding protein			BC1002_RS15500	1149	382	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3414642	3418580	-					putA		BC1002_RS15505	3939		old_locus_tag=BC1002_3092
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3414642	3418580	-	WP_013090943.1	WP_013090943.1		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	putA		BC1002_RS15505	3939	1312	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3419179	3419352	-							BC1002_RS15510	174		old_locus_tag=BC1002_3094
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3419179	3419352	-	WP_238537898.1	WP_238537898.1		hypothetical protein			BC1002_RS15510	174	57	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3419463	3420893	-							BC1002_RS15515	1431		old_locus_tag=BC1002_3095
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3419463	3420893	-	WP_013090946.1	WP_013090946.1		putative sulfate exporter family transporter			BC1002_RS15515	1431	476	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3421063	3423309	-							BC1002_RS15520	2247		old_locus_tag=BC1002_3096
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3421063	3423309	-	WP_193373025.1	WP_193373025.1		primosomal protein N'			BC1002_RS15520	2247	748	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3423774	3424874	-					hemE		BC1002_RS15525	1101		old_locus_tag=BC1002_3097
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3423774	3424874	-	WP_013090948.1	WP_013090948.1		uroporphyrinogen decarboxylase	hemE		BC1002_RS15525	1101	366	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3425169	3425960	+							BC1002_RS15530	792		old_locus_tag=BC1002_3098
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3425169	3425960	+	WP_013090949.1	WP_013090949.1		transporter substrate-binding domain-containing protein			BC1002_RS15530	792	263	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3426779	3428509	-							BC1002_RS15535	1731		old_locus_tag=BC1002_3099
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3426779	3428509	-	WP_013090950.1	WP_013090950.1		AMP-binding protein			BC1002_RS15535	1731	576	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3428729	3429154	-							BC1002_RS15540	426		old_locus_tag=BC1002_3100
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3428729	3429154	-	WP_008917918.1	WP_008917918.1		F0F1 ATP synthase subunit epsilon			BC1002_RS15540	426	141	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3429313	3430707	-					atpD		BC1002_RS15545	1395		old_locus_tag=BC1002_3101
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3429313	3430707	-	WP_013090951.1	WP_013090951.1		F0F1 ATP synthase subunit beta	atpD		BC1002_RS15545	1395	464	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3430809	3431693	-					atpG		BC1002_RS15550	885		old_locus_tag=BC1002_3102
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3430809	3431693	-	WP_013090952.1	WP_013090952.1		F0F1 ATP synthase subunit gamma	atpG		BC1002_RS15550	885	294	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3431785	3433326	-					atpA		BC1002_RS15555	1542		old_locus_tag=BC1002_3103
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3431785	3433326	-	WP_013090953.1	WP_013090953.1		F0F1 ATP synthase subunit alpha	atpA		BC1002_RS15555	1542	513	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3433383	3433922	-							BC1002_RS15560	540		old_locus_tag=BC1002_3104
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3433383	3433922	-	WP_013090954.1	WP_013090954.1		F0F1 ATP synthase subunit delta			BC1002_RS15560	540	179	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3433925	3434395	-							BC1002_RS15565	471		old_locus_tag=BC1002_3105
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3433925	3434395	-	WP_013090955.1	WP_013090955.1		F0F1 ATP synthase subunit B			BC1002_RS15565	471	156	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3434532	3434801	-					atpE		BC1002_RS15570	270		old_locus_tag=BC1002_3106
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3434532	3434801	-	WP_007180033.1	WP_007180033.1		F0F1 ATP synthase subunit C	atpE		BC1002_RS15570	270	89	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3434883	3435734	-					atpB		BC1002_RS15575	852		old_locus_tag=BC1002_3107
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3434883	3435734	-	WP_013090956.1	WP_013090956.1		F0F1 ATP synthase subunit A	atpB		BC1002_RS15575	852	283	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3435899	3436444	-							BC1002_RS15580	546		old_locus_tag=BC1002_3108
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3435899	3436444	-	WP_013090957.1	WP_013090957.1		ATP synthase subunit I			BC1002_RS15580	546	181	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3437021	3437908	-							BC1002_RS15585	888		old_locus_tag=BC1002_3109
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3437021	3437908	-	WP_013090958.1	WP_013090958.1		ParB/RepB/Spo0J family partition protein			BC1002_RS15585	888	295	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3437927	3438718	-							BC1002_RS15590	792		old_locus_tag=BC1002_3110
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3437927	3438718	-	WP_013090959.1	WP_013090959.1		AAA family ATPase			BC1002_RS15590	792	263	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3438790	3439473	-					rsmG		BC1002_RS15595	684		old_locus_tag=BC1002_3111
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3438790	3439473	-	WP_013090960.1	WP_013090960.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		BC1002_RS15595	684	227	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3439470	3441428	-					mnmG		BC1002_RS15600	1959		old_locus_tag=BC1002_3112
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3439470	3441428	-	WP_013090961.1	WP_013090961.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	mnmG		BC1002_RS15600	1959	652	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3441604	3442380	-							BC1002_RS15605	777		old_locus_tag=BC1002_3113
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3441604	3442380	-	WP_041734471.1	WP_041734471.1		ABC transporter ATP-binding protein			BC1002_RS15605	777	258	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3442380	3444164	-							BC1002_RS15610	1785		old_locus_tag=BC1002_3114
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3442380	3444164	-	WP_013090963.1	WP_013090963.1		branched-chain amino acid ABC transporter ATP-binding protein/permease			BC1002_RS15610	1785	594	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3444169	3445224	-							BC1002_RS15615	1056		old_locus_tag=BC1002_3115
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3444169	3445224	-	WP_013090964.1	WP_013090964.1		branched-chain amino acid ABC transporter permease			BC1002_RS15615	1056	351	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	3445445	3446605	-							BC1002_RS15620	1161		old_locus_tag=BC1002_3116
